Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-14_16:47:22,27.8,29.8,61.0,61.0,57.0,61.0,59.0,57.0,57.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,95.2,94.7,95.2,95.1,97.6,93.7,95.1,84.2,81.2,4.5
2023-09-14_16:47:24,27.8,29.8,63.0,63.0,59.0,63.0,61.0,58.0,59.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,96.9,97.6,96.6,97.6,97.1,97.1,95.6,79.3,76.2,4.5
2023-09-14_16:47:26,27.8,29.8,61.0,61.0,57.0,61.0,58.0,56.0,58.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,93.1,92.2,93.6,91.5,94.1,92.0,96.0,82.5,79.5,4.4
2023-09-14_16:47:28,27.8,29.8,61.0,61.0,58.0,61.0,59.0,57.0,58.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,96.3,97.5,96.5,97.0,95.5,97.0,94.5,77.2,74.2,4.8
2023-09-14_16:47:30,27.8,29.8,51.0,42.0,41.0,43.0,40.0,51.0,43.0,35.9,35.9,47.9,4.6,4.8,3.7,4.8,4.8,4.8,4.8,61.3,54.2,53.7,54.0,54.0,80.7,70.7,61.5,58.6,3.8
2023-09-14_16:47:32,27.8,29.8,63.0,63.0,58.0,62.0,60.0,58.0,59.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,73.4,67.7,68.2,68.3,68.0,96.5,72.1,73.4,70.4,4.1
2023-09-14_16:47:34,27.8,29.8,63.0,63.0,58.0,63.0,60.0,58.0,58.0,35.9,35.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,98.0,98.0,97.5,98.0,98.0,98.0,97.5,78.7,75.6,4.5
2023-09-14_16:47:36,27.8,29.8,64.0,64.0,60.0,64.0,62.0,60.0,60.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,95.4,95.6,96.5,93.0,96.0,95.5,96.5,87.8,84.5,4.4
2023-09-14_16:47:38,27.8,29.8,64.0,64.0,60.0,63.0,61.0,59.0,59.0,35.9,35.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,97.4,98.0,97.5,97.5,97.5,97.0,97.5,82.6,78.3,4.8
2023-09-14_16:47:40,27.8,29.8,71.0,71.0,44.0,44.0,42.0,42.0,42.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,84.0,97.5,80.3,79.1,82.3,82.6,81.7,81.3,74.8,4.3
2023-09-14_16:47:42,27.8,29.8,37.0,37.0,34.0,34.0,34.0,35.0,35.0,35.9,35.9,47.9,4.4,4.8,4.8,4.3,3.7,4.8,4.2,3.6,13.4,2.5,1.0,1.0,2.5,2.0,17.7,11.6,1.2
run8
2023-09-14_16:49:14,27.8,29.8,65.0,45.0,44.0,46.0,63.0,44.0,47.0,36.9,36.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,59.6,37.5,50.0,44.4,100.0,37.5,75.0,103.0,96.2,1.4
2023-09-14_16:49:16,27.8,29.8,61.0,39.0,61.0,37.0,38.0,37.0,37.0,36.9,36.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.4,3.8,96.2,3.3,3.8,3.4,5.8,30.2,27.6,1.7
2023-09-14_16:49:18,27.8,29.8,70.0,65.0,61.0,63.0,63.0,72.0,61.0,36.9,36.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,32.0,17.4,98.0,18.9,21.7,16.0,21.1,43.0,40.5,2.1
