Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-27_05:50:20,27.8,29.8,73.0,39.0,40.0,40.0,72.0,40.0,41.0,33.9,33.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,21.3,4.4,3.0,5.9,100.0,3.5,10.1,39.7,37.4,1.2
2023-09-27_05:50:22,27.8,29.8,72.0,39.0,40.0,39.0,71.0,38.0,40.0,33.9,33.9,45.9,4.6,3.7,4.8,4.8,4.8,4.8,4.8,20.3,2.9,2.5,3.4,100.0,2.0,11.2,36.6,34.3,1.2
2023-09-27_05:50:24,27.8,29.8,72.0,40.0,39.0,38.0,72.0,38.0,40.0,33.9,33.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.8,1.0,2.5,2.5,100.0,1.5,4.4,35.1,32.9,1.2
2023-09-27_05:50:26,27.8,29.8,72.0,39.0,40.0,39.0,72.0,39.0,40.0,33.9,33.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.4,2.0,3.0,2.0,100.0,1.5,3.0,35.2,33.0,1.2
2023-09-27_05:50:28,27.8,29.8,72.0,43.0,40.0,39.0,72.0,38.0,39.0,33.9,33.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.2,2.0,3.0,1.5,100.0,3.0,5.9,35.6,33.4,1.2
2023-09-27_05:50:30,27.8,29.8,72.0,39.0,40.0,40.0,72.0,38.0,40.0,33.9,33.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.9,3.9,2.5,1.5,100.0,2.0,2.5,35.6,33.4,1.2
2023-09-27_05:50:32,27.8,29.8,72.0,39.0,40.0,38.0,72.0,38.0,40.0,33.9,33.9,47.9,4.6,4.8,4.8,4.8,4.8,4.8,3.7,18.4,2.0,0.5,1.5,100.0,1.5,4.5,35.3,33.1,1.2
2023-09-27_05:50:34,27.8,29.8,71.0,39.0,40.0,38.0,71.0,38.0,39.0,33.9,33.9,49.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.3,3.0,2.5,2.5,100.0,0.5,1.5,35.2,32.9,1.2
2023-09-27_05:50:36,27.8,29.8,72.0,39.0,40.0,38.0,72.0,37.0,40.0,33.9,33.9,47.9,4.4,4.8,4.8,3.7,4.8,4.8,3.7,18.2,2.5,2.5,1.0,100.0,1.5,2.5,34.5,32.3,1.2
2023-09-27_05:50:38,27.8,29.8,72.0,40.0,40.0,39.0,71.0,38.0,39.0,33.9,33.9,47.9,4.6,4.8,4.8,4.8,4.8,4.8,3.7,18.3,2.9,2.5,1.5,100.0,1.5,2.0,34.6,32.4,1.2
2023-09-27_05:50:40,27.8,29.8,73.0,39.0,40.0,40.0,73.0,39.0,40.0,33.9,33.9,47.9,4.6,4.8,3.7,4.8,4.8,4.8,4.8,18.2,2.0,2.0,1.5,100.0,1.5,1.0,34.8,32.6,1.2
2023-09-27_05:50:42,27.8,29.8,72.0,39.0,40.0,40.0,72.0,39.0,40.0,33.9,33.9,50.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,20.9,4.5,4.9,8.3,100.0,4.0,3.0,37.9,35.7,1.2
2023-09-27_05:50:44,27.8,29.8,72.0,39.0,40.0,39.0,72.0,39.0,40.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.3,1.0,3.4,0.5,100.0,2.9,2.0,34.9,32.6,1.2
2023-09-27_05:50:46,27.8,29.8,72.0,39.0,40.0,38.0,72.0,38.0,39.0,34.9,34.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,17.8,1.5,2.5,1.0,100.0,2.0,0.0,34.4,32.2,1.2
run7 Time taken: 81.3445336818695 seconds
2023-09-27_05:52:09,27.8,29.8,73.0,44.0,73.0,42.0,41.0,46.0,42.0,34.9,34.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,28.2,0.0,100.0,0.0,0.0,50.0,16.7,44.8,43.3,1.2
2023-09-27_05:52:11,27.8,29.8,75.0,41.0,75.0,37.0,42.0,38.0,38.0,34.9,34.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,30.8,17.7,100.0,13.2,19.8,13.6,20.9,47.2,45.0,1.4
2023-09-27_05:52:13,27.8,29.8,77.0,42.0,77.0,38.0,42.0,38.0,38.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,20.3,2.5,100.0,3.9,2.0,3.9,8.4,36.5,34.2,1.2
2023-09-27_05:52:15,27.8,29.8,75.0,41.0,75.0,38.0,39.0,38.0,37.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,20.1,3.4,100.0,3.9,3.0,2.5,9.0,36.3,34.1,1.2
2023-09-27_05:52:17,27.8,29.8,74.0,40.0,74.0,45.0,44.0,38.0,37.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,18.7,2.9,100.0,1.0,2.5,2.5,4.0,35.1,32.9,1.2
